INSERT INTO LGLINE VALUES (997, 3, '5587-PIP', 5, 10.99);
INSERT INTO LGLINE VALUES (1029, 3, '8439-KUP', 4, 17.99);
INSERT INTO LGLINE VALUES (1030, 1, '8436-MGP', 1, 5.84);
INSERT INTO LGLINE VALUES (1030, 4, '5161-GIZ', 4, 13.99);
INSERT INTO LGLINE VALUES (1030, 6, '2397-RDX', 5, 15.59);
INSERT INTO LGLINE VALUES (1031, 2, '2410-SKH', 2, 4.29);
INSERT INTO LGLINE VALUES (1031, 5, '9601-ZKZ', 3, 8.99);
INSERT INTO LGLINE VALUES (1032, 1, '5980-BME', 5, 31.99);
INSERT INTO LGLINE VALUES (1033, 2, '7355-WBT', 1, 13.59);
INSERT INTO LGLINE VALUES (1033, 4, '8162-KJI', 5, 9.49);
INSERT INTO LGLINE VALUES (1034, 1, '1045-DUY', 4, 6.59);
INSERT INTO LGLINE VALUES (1034, 3, '7762-STV', 3, 14.99);
INSERT INTO LGLINE VALUES (1035, 2, '5587-PIP', 1, 9.89);
INSERT INTO LGLINE VALUES (1035, 4, '3701-YAW', 2, 20.59);
INSERT INTO LGLINE VALUES (1036, 1, '7258-HCV', 3, 10.99);
INSERT INTO LGLINE VALUES (1036, 3, '7355-WBT', 5, 13.59);
INSERT INTO LGLINE VALUES (1036, 5, '6488-MIG', 2, 43.99);
INSERT INTO LGLINE VALUES (1037, 2, '2351-WVS', 1, 29.99);
INSERT INTO LGLINE VALUES (1037, 4, '5587-MNY', 5, 14.69);
INSERT INTO LGLINE VALUES (1038, 1, '8523-UCB', 4, 21.59);
INSERT INTO LGLINE VALUES (1040, 1, '6933-YOI', 3, 8.99);
INSERT INTO LGLINE VALUES (1041, 1, '1078-QXL', 1, 14.59);
INSERT INTO LGLINE VALUES (1041, 3, '2231-OXK', 5, 7.59);
INSERT INTO LGLINE VALUES (1041, 6, '5496-MRA', 1, 28.49);
INSERT INTO LGLINE VALUES (1053, 4, '8406-TQG', 2, 7.99);
INSERT INTO LGLINE VALUES (1053, 6, '3384-DML', 1, 4.59);
INSERT INTO LGLINE VALUES (1054, 3, '4812-VNN', 1, 12.99);
INSERT INTO LGLINE VALUES (1054, 5, '3716-WZD', 5, 36.99);
INSERT INTO LGLINE VALUES (1055, 1, '7260-YDI', 2, 15.59);
INSERT INTO LGLINE VALUES (1055, 3, '5587-MNY', 1, 14.69);
INSERT INTO LGLINE VALUES (1056, 1, '9272-LTP', 4, 13.29);
INSERT INTO LGLINE VALUES (1056, 3, '9408-WNM', 1, 21.99);
INSERT INTO LGLINE VALUES (1057, 2, '6596-HOO', 4, 9.99);
INSERT INTO LGLINE VALUES (1057, 4, '6033-YFY', 5, 29.99);
INSERT INTO LGLINE VALUES (1059, 2, '7658-HCW', 5, 19.99);
INSERT INTO LGLINE VALUES (1059, 4, '7006-IXN', 3, 14.99);
INSERT INTO LGLINE VALUES (1059, 6, '5595-NYE', 2, 23.99);
INSERT INTO LGLINE VALUES (1060, 3, '9702-WFX', 2, 35.49);
INSERT INTO LGLINE VALUES (1060, 5, '2212-MNF', 1, 13.39);
INSERT INTO LGLINE VALUES (1061, 2, '5161-GIZ', 2, 13.99);
INSERT INTO LGLINE VALUES (1062, 1, '8821-DDM', 2, 34.99);
INSERT INTO LGLINE VALUES (1062, 3, '1663-CDD', 4, 23.29);
INSERT INTO LGLINE VALUES (1062, 5, '9324-PPG', 4, 11.99);
INSERT INTO LGLINE VALUES (1063, 2, '5060-EDB', 1, 29.99);
INSERT INTO LGLINE VALUES (1064, 1, '1663-CDD', 4, 23.29);
INSERT INTO LGLINE VALUES (1065, 1, '4200-FTI', 3, 14.59);
INSERT INTO LGLINE VALUES (1066, 1, '2756-CKP', 5, 9.99);
INSERT INTO LGLINE VALUES (1066, 3, '5794-JGQ', 5, 15.89);
INSERT INTO LGLINE VALUES (1066, 5, '5980-BME', 5, 31.99);
INSERT INTO LGLINE VALUES (1067, 2, '6358-UST', 2, 18.59);
INSERT INTO LGLINE VALUES (1068, 2, '9569-WMK', 3, 13.59);
INSERT INTO LGLINE VALUES (1069, 2, '2006-ZBH', 1, 10.99);
INSERT INTO LGLINE VALUES (1069, 4, '1045-DUY', 1, 6.59);
INSERT INTO LGLINE VALUES (1070, 1, '5602-QBF', 2, 4.29);
INSERT INTO LGLINE VALUES (1070, 3, '7627-HHI', 5, 11.59);
INSERT INTO LGLINE VALUES (1071, 2, '7658-HCW', 2, 19.99);
INSERT INTO LGLINE VALUES (1072, 1, '1143-RGX', 1, 11.99);
INSERT INTO LGLINE VALUES (1072, 4, '3933-NSU', 1, 41.99);
INSERT INTO LGLINE VALUES (1073, 2, '8400-JDC', 4, 14.99);
INSERT INTO LGLINE VALUES (1074, 1, '1153-AWY', 3, 14.99);
INSERT INTO LGLINE VALUES (1076, 1, '6249-NDN', 1, 22.59);
INSERT INTO LGLINE VALUES (1077, 1, '2932-PBS', 2, 13.59);
INSERT INTO LGLINE VALUES (1078, 2, '9786-DGO', 1, 9.99);
INSERT INTO LGLINE VALUES (1080, 1, '8894-LUR', 1, 13.99);
INSERT INTO LGLINE VALUES (1081, 2, '3258-RVB', 3, 16.99);
INSERT INTO LGLINE VALUES (1082, 1, '3943-HFA', 4, 11.99);
INSERT INTO LGLINE VALUES (1083, 2, '7006-IXN', 1, 14.99);
INSERT INTO LGLINE VALUES (1083, 5, '3393-AZQ', 3, 35.99);
INSERT INTO LGLINE VALUES (1084, 1, '7179-YXG', 3, 11.69);
INSERT INTO LGLINE VALUES (1084, 3, '9688-ZUX', 4, 9.74);
INSERT INTO LGLINE VALUES (1085, 1, '1403-TUY', 1, 42.99);
INSERT INTO LGLINE VALUES (1085, 3, '9702-WFX', 1, 35.49);
INSERT INTO LGLINE VALUES (1085, 5, '9955-WWB', 2, 29.99);
INSERT INTO LGLINE VALUES (1516, 2, '2200-DAI', 3, 7.59);
INSERT INTO LGLINE VALUES (1518, 1, '8439-KUP', 2, 17.99);
INSERT INTO LGLINE VALUES (1518, 3, '9268-RCB', 3, 13.99);
INSERT INTO LGLINE VALUES (1518, 5, '9288-IRF', 3, 14.59);
INSERT INTO LGLINE VALUES (1519, 1, '2379-PCX', 3, 13.59);
INSERT INTO LGLINE VALUES (1519, 4, '7258-HCV', 4, 10.99);
INSERT INTO LGLINE VALUES (1520, 1, '8894-LUR', 5, 13.99);
INSERT INTO LGLINE VALUES (1520, 3, '2116-PVN', 4, 12.99);
INSERT INTO LGLINE VALUES (1522, 2, '5437-WBO', 2, 28.99);
INSERT INTO LGLINE VALUES (1522, 4, '9857-ESX', 1, 25.59);
INSERT INTO LGLINE VALUES (1523, 2, '2699-GNS', 5, 35.99);
INSERT INTO LGLINE VALUES (1524, 1, '6865-HAO', 5, 38.99);
INSERT INTO LGLINE VALUES (1524, 4, '7179-YXG', 2, 12.99);
INSERT INTO LGLINE VALUES (1525, 2, '2217-JOH', 5, 13.59);
INSERT INTO LGLINE VALUES (1526, 1, '3488-GSE', 4, 10.99);
INSERT INTO LGLINE VALUES (1526, 4, '1485-NNI', 5, 18.99);
INSERT INTO LGLINE VALUES (1527, 1, '8726-ZNM', 1, 21.99);
INSERT INTO LGLINE VALUES (1527, 3, '4200-FTI', 3, 14.59);
INSERT INTO LGLINE VALUES (1528, 1, '7006-IXN', 4, 14.99);
INSERT INTO LGLINE VALUES (1528, 3, '1203-AIS', 1, 35.99);
INSERT INTO LGLINE VALUES (1528, 5, '4491-GNC', 5, 21.99);
INSERT INTO LGLINE VALUES (1529, 1, '4784-SLU', 3, 14.99);
INSERT INTO LGLINE VALUES (1529, 4, '8726-ZNM', 5, 21.99);
INSERT INTO LGLINE VALUES (1530, 2, '5046-TTC', 1, 18.99);
INSERT INTO LGLINE VALUES (1530, 4, '5595-NYE', 4, 23.99);
INSERT INTO LGLINE VALUES (1532, 2, '7231-UES', 5, 23.99);
INSERT INTO LGLINE VALUES (1532, 4, '7006-IXN', 3, 14.99);
INSERT INTO LGLINE VALUES (1532, 6, '8543-RJN', 4, 21.99);
INSERT INTO LGLINE VALUES (1533, 2, '3035-NHD', 5, 15.69);
INSERT INTO LGLINE VALUES (1533, 5, '8523-UCB', 3, 21.59);
INSERT INTO LGLINE VALUES (1534, 2, '2200-DAI', 4, 7.59);
INSERT INTO LGLINE VALUES (1534, 4, '6596-HOO', 5, 9.99);
INSERT INTO LGLINE VALUES (1535, 1, '7258-HCV', 1, 10.99);
INSERT INTO LGLINE VALUES (1535, 4, '2379-PCX', 5, 13.59);
INSERT INTO LGLINE VALUES (1535, 6, '3528-GBV', 4, 7.49);
INSERT INTO LGLINE VALUES (1536, 2, '1045-DUY', 4, 6.59);
INSERT INTO LGLINE VALUES (1537, 1, '3298-YFL', 4, 13.99);
INSERT INTO LGLINE VALUES (1537, 4, '8495-ZQR', 5, 12.29);
INSERT INTO LGLINE VALUES (1537, 6, '4879-AMS', 3, 41.99);
INSERT INTO LGLINE VALUES (1538, 2, '3488-GSE', 5, 10.99);
INSERT INTO LGLINE VALUES (1539, 3, '5602-QBF', 2, 4.29);
INSERT INTO LGLINE VALUES (1540, 1, '1150-MMR', 4, 11.99);
INSERT INTO LGLINE VALUES (1540, 3, '9671-NYZ', 3, 14.59);
INSERT INTO LGLINE VALUES (1540, 6, '1871-GWZ', 2, 24.99);
INSERT INTO LGLINE VALUES (1541, 2, '9276-MVX', 3, 13.39);
INSERT INTO LGLINE VALUES (1541, 4, '1067-KBB', 1, 14.89);
INSERT INTO LGLINE VALUES (1541, 6, '3943-HFA', 3, 11.99);
INSERT INTO LGLINE VALUES (1542, 3, '2584-CIJ', 1, 12.39);
INSERT INTO LGLINE VALUES (1555, 1, '9408-WNM', 3, 21.99);
INSERT INTO LGLINE VALUES (1555, 4, '3215-VIP', 2, 35.99);
INSERT INTO LGLINE VALUES (1556, 1, '2496-QMW', 3, 38.99);
INSERT INTO LGLINE VALUES (1557, 1, '7316-MQD', 2, 12.99);
INSERT INTO LGLINE VALUES (1558, 3, '8382-HKN', 3, 11.99);
INSERT INTO LGLINE VALUES (1558, 5, '6109-ZZO', 4, 32.89);
INSERT INTO LGLINE VALUES (1559, 2, '7260-YDI', 5, 15.59);
INSERT INTO LGLINE VALUES (1560, 2, '5140-RTG', 5, 19.99);
INSERT INTO LGLINE VALUES (1560, 4, '2101-WCF', 5, 13.99);
INSERT INTO LGLINE VALUES (1560, 6, '2212-MNF', 4, 13.39);
INSERT INTO LGLINE VALUES (1561, 3, '9624-YLU', 1, 11.99);
INSERT INTO LGLINE VALUES (1561, 5, '9484-UTK', 4, 17.99);
INSERT INTO LGLINE VALUES (1562, 2, '3561-LYU', 5, 3.29);
INSERT INTO LGLINE VALUES (1563, 2, '9955-WWB', 4, 29.99);
INSERT INTO LGLINE VALUES (1564, 3, '6367-AKJ', 3, 41.99);
INSERT INTO LGLINE VALUES (1564, 5, '4465-QHD', 1, 23.59);
INSERT INTO LGLINE VALUES (1565, 1, '4481-SGY', 4, 15.69);
INSERT INTO LGLINE VALUES (1566, 2, '1504-LVK', 2, 21.99);
INSERT INTO LGLINE VALUES (1566, 4, '8170-EKF', 4, 16.99);
INSERT INTO LGLINE VALUES (1567, 1, '3274-XJX', 4, 3.99);
INSERT INTO LGLINE VALUES (1568, 1, '5734-BGX', 3, 16.99);
INSERT INTO LGLINE VALUES (1568, 3, '7673-ECV', 4, 11.99);
INSERT INTO LGLINE VALUES (1569, 2, '6451-KGJ', 3, 6.99);
INSERT INTO LGLINE VALUES (1569, 4, '8436-MGP', 2, 7.79);
INSERT INTO LGLINE VALUES (1570, 1, '2143-VQX', 5, 17.99);
INSERT INTO LGLINE VALUES (1571, 1, '9857-ESX', 4, 25.59);
INSERT INTO LGLINE VALUES (1573, 1, '2006-ZBH', 4, 10.99);
INSERT INTO LGLINE VALUES (1573, 4, '9133-OXA', 4, 19.99);
INSERT INTO LGLINE VALUES (1574, 1, '5794-JGQ', 2, 15.89);
INSERT INTO LGLINE VALUES (1574, 3, '8439-KUP', 3, 17.99);
INSERT INTO LGLINE VALUES (1574, 5, '6358-UST', 4, 18.59);
INSERT INTO LGLINE VALUES (1575, 3, '8726-ZNM', 2, 21.99);
INSERT INTO LGLINE VALUES (1575, 5, '3215-VIP', 3, 35.99);
INSERT INTO LGLINE VALUES (1576, 2, '6350-UPP', 5, 12.49);
INSERT INTO LGLINE VALUES (1597, 5, '7500-ROG', 5, 23.99);
INSERT INTO LGLINE VALUES (1598, 2, '7006-IXN', 3, 14.99);
INSERT INTO LGLINE VALUES (1600, 1, '2351-WVS', 1, 29.99);
INSERT INTO LGLINE VALUES (1601, 2, '3585-MCJ', 5, 12.99);
INSERT INTO LGLINE VALUES (1603, 2, '6041-PBS', 5, 7.49);
INSERT INTO LGLINE VALUES (1603, 4, '1485-NNI', 5, 18.99);
INSERT INTO LGLINE VALUES (1604, 1, '5642-IDA', 1, 29.99);
INSERT INTO LGLINE VALUES (1606, 1, '2262-NBI', 2, 17.99);
INSERT INTO LGLINE VALUES (1606, 3, '9857-ESX', 4, 25.59);
INSERT INTO LGLINE VALUES (1606, 5, '2116-PVN', 5, 12.99);
INSERT INTO LGLINE VALUES (1607, 1, '4200-FTI', 5, 14.59);
INSERT INTO LGLINE VALUES (1608, 1, '4072-SWV', 5, 20.59);
INSERT INTO LGLINE VALUES (1608, 3, '4583-VCR', 3, 34.49);
INSERT INTO LGLINE VALUES (1609, 1, '5046-TTC', 3, 18.99);
INSERT INTO LGLINE VALUES (1610, 1, '1099-WFZ', 2, 14.99);
INSERT INTO LGLINE VALUES (1610, 3, '4812-VNN', 3, 12.99);
INSERT INTO LGLINE VALUES (1610, 5, '3061-DOI', 2, 2.8);
INSERT INTO LGLINE VALUES (1611, 3, '2496-QMW', 5, 38.99);
INSERT INTO LGLINE VALUES (1611, 5, '3035-NHD', 2, 15.69);
INSERT INTO LGLINE VALUES (1612, 2, '9191-NGA', 1, 14.99);
INSERT INTO LGLINE VALUES (1613, 2, '5437-WBO', 2, 28.99);
INSERT INTO LGLINE VALUES (1613, 5, '2101-WCF', 5, 13.99);
INSERT INTO LGLINE VALUES (1614, 2, '8170-EKF', 3, 16.99);
INSERT INTO LGLINE VALUES (1615, 2, '6116-NQU', 3, 21.99);
INSERT INTO LGLINE VALUES (1615, 5, '1074-VVJ', 5, 23.29);
INSERT INTO LGLINE VALUES (1616, 1, '1021-MTI', 1, 62.99);
INSERT INTO LGLINE VALUES (1616, 3, '2366-EFV', 3, 6.59);
INSERT INTO LGLINE VALUES (1617, 3, '5728-ZPO', 4, 15.59);
INSERT INTO LGLINE VALUES (1617, 5, '1067-KBB', 3, 14.89);
INSERT INTO LGLINE VALUES (1619, 1, '2006-ZBH', 3, 10.99);
INSERT INTO LGLINE VALUES (1619, 3, '4784-SLU', 1, 14.99);
INSERT INTO LGLINE VALUES (1620, 1, '2134-QFE', 2, 15.89);
INSERT INTO LGLINE VALUES (1620, 3, '1854-AFJ', 4, 22.59);
INSERT INTO LGLINE VALUES (1620, 5, '4241-UOF', 4, 10.19);
INSERT INTO LGLINE VALUES (1621, 2, '3274-XJX', 5, 3.99);
INSERT INTO LGLINE VALUES (1621, 5, '1663-CDD', 2, 23.29);
INSERT INTO LGLINE VALUES (1623, 1, '9268-RCB', 5, 13.99);
INSERT INTO LGLINE VALUES (1623, 3, '9569-WMK', 4, 13.59);
INSERT INTO LGLINE VALUES (1623, 6, '7224-FEU', 3, 43.99);
INSERT INTO LGLINE VALUES (1624, 2, '8053-PME', 3, 25.99);
INSERT INTO LGLINE VALUES (1624, 4, '3516-AGJ', 3, 12.59);
INSERT INTO LGLINE VALUES (1625, 3, '6865-HAO', 2, 38.99);
INSERT INTO LGLINE VALUES (1625, 5, '2006-ZBH', 2, 10.99);
INSERT INTO LGLINE VALUES (1626, 1, '1200-KBU', 5, 20.99);
INSERT INTO LGLINE VALUES (1626, 4, '8338-JZU', 2, 17.99);
INSERT INTO LGLINE VALUES (1626, 6, '9702-WFX', 1, 35.49);
INSERT INTO LGLINE VALUES (1627, 2, '5541-HST', 3, 32.99);
INSERT INTO LGLINE VALUES (1627, 4, '9292-RQZ', 4, 32.99);
INSERT INTO LGLINE VALUES (1644, 1, '5046-TTC', 1, 18.99);
INSERT INTO LGLINE VALUES (1644, 3, '8543-RJN', 3, 21.99);
INSERT INTO LGLINE VALUES (1644, 5, '2870-QZR', 4, 32.99);
INSERT INTO LGLINE VALUES (1645, 1, '3516-AGJ', 5, 12.59);
INSERT INTO LGLINE VALUES (1646, 2, '2455-ZKN', 4, 38.99);
INSERT INTO LGLINE VALUES (1646, 4, '5379-BLX', 4, 21.59);
INSERT INTO LGLINE VALUES (1646, 6, '7500-ROG', 1, 23.99);
INSERT INTO LGLINE VALUES (1647, 3, '2833-LIV', 2, 32.99);
INSERT INTO LGLINE VALUES (1647, 5, '1838-LZI', 2, 12.59);
INSERT INTO LGLINE VALUES (1648, 1, '5794-JGQ', 4, 15.89);
INSERT INTO LGLINE VALUES (1648, 3, '4900-YSQ', 2, 4.59);
INSERT INTO LGLINE VALUES (2064, 1, '7532-PYJ', 1, 21.99);
INSERT INTO LGLINE VALUES (2064, 3, '2496-QMW', 2, 38.99);
INSERT INTO LGLINE VALUES (2064, 5, '6249-LYB', 5, 11.99);
INSERT INTO LGLINE VALUES (2066, 2, '9786-DGO', 4, 9.99);
INSERT INTO LGLINE VALUES (2066, 4, '7532-PYJ', 5, 21.99);
INSERT INTO LGLINE VALUES (2067, 1, '4045-HUC', 2, 29.99);
INSERT INTO LGLINE VALUES (2067, 3, '2553-FSW', 3, 20.59);
INSERT INTO LGLINE VALUES (2068, 1, '6249-NDN', 4, 22.59);
INSERT INTO LGLINE VALUES (2068, 3, '4465-QHD', 3, 23.59);
INSERT INTO LGLINE VALUES (2070, 1, '4481-SGY', 4, 15.69);
INSERT INTO LGLINE VALUES (2072, 1, '4465-QHD', 3, 23.59);
INSERT INTO LGLINE VALUES (2072, 3, '4987-BFL', 2, 29.99);
INSERT INTO LGLINE VALUES (2073, 1, '4153-VMO', 5, 17.79);
INSERT INTO LGLINE VALUES (2074, 1, '1078-QXL', 4, 14.59);
INSERT INTO LGLINE VALUES (2074, 3, '8310-LAC', 2, 11.99);
INSERT INTO LGLINE VALUES (2074, 5, '5508-OUB', 1, 35.99);
INSERT INTO LGLINE VALUES (2075, 1, '2366-EFV', 3, 6.59);
INSERT INTO LGLINE VALUES (2077, 1, '8207-YYG', 2, 34.49);
INSERT INTO LGLINE VALUES (2078, 1, '2134-QFE', 3, 15.89);
INSERT INTO LGLINE VALUES (2078, 3, '5445-XOY', 4, 10.99);
INSERT INTO LGLINE VALUES (2078, 5, '1747-XNI', 5, 3.99);
INSERT INTO LGLINE VALUES (2079, 2, '5625-FVF', 2, 12.99);
INSERT INTO LGLINE VALUES (2080, 2, '6257-AGA', 4, 29.99);
INSERT INTO LGLINE VALUES (2080, 4, '7231-UES', 2, 23.99);
INSERT INTO LGLINE VALUES (2081, 1, '8094-EYX', 1, 14.59);
INSERT INTO LGLINE VALUES (2082, 2, '2455-ZKN', 2, 38.99);
INSERT INTO LGLINE VALUES (2082, 4, '1663-CDD', 2, 23.29);
INSERT INTO LGLINE VALUES (2083, 2, '2262-NBI', 3, 17.99);
INSERT INTO LGLINE VALUES (2097, 4, '5046-TTC', 4, 18.99);
INSERT INTO LGLINE VALUES (2098, 2, '9175-TAZ', 2, 13.59);
INSERT INTO LGLINE VALUES (2098, 4, '2046-RUS', 3, 25.99);
INSERT INTO LGLINE VALUES (2099, 1, '8162-KJI', 4, 9.49);
INSERT INTO LGLINE VALUES (2100, 1, '5602-QBF', 1, 4.29);
INSERT INTO LGLINE VALUES (2101, 3, '4518-GHU', 2, 21.99);
INSERT INTO LGLINE VALUES (2102, 1, '9955-WWB', 1, 29.99);
INSERT INTO LGLINE VALUES (2102, 3, '5980-BME', 4, 31.99);
INSERT INTO LGLINE VALUES (2105, 1, '6358-UST', 5, 18.59);
INSERT INTO LGLINE VALUES (2106, 1, '1203-AIS', 1, 35.99);
INSERT INTO LGLINE VALUES (2106, 3, '8909-SPD', 2, 15.79);
INSERT INTO LGLINE VALUES (2107, 2, '8523-UCB', 2, 21.59);
INSERT INTO LGLINE VALUES (2107, 5, '2143-VQX', 4, 13.49);
INSERT INTO LGLINE VALUES (2108, 1, '9688-ZUX', 3, 12.99);
INSERT INTO LGLINE VALUES (2109, 1, '6249-LYB', 2, 11.99);
INSERT INTO LGLINE VALUES (2110, 1, '3955-NWD', 5, 23.99);
INSERT INTO LGLINE VALUES (2110, 3, '2410-SKH', 4, 4.29);
INSERT INTO LGLINE VALUES (2111, 2, '3734-CUQ', 2, 14.89);
INSERT INTO LGLINE VALUES (2111, 4, '5653-RTU', 2, 12.99);
INSERT INTO LGLINE VALUES (2112, 2, '8495-ZQR', 5, 12.29);
INSERT INTO LGLINE VALUES (2113, 1, '8751-IOK', 1, 7.79);
INSERT INTO LGLINE VALUES (2113, 3, '1663-CDD', 1, 23.29);
INSERT INTO LGLINE VALUES (2114, 2, '9175-TAZ', 4, 13.59);
INSERT INTO LGLINE VALUES (2114, 4, '3274-XJX', 1, 3.99);
INSERT INTO LGLINE VALUES (2114, 6, '8821-DDM', 4, 34.99);
INSERT INTO LGLINE VALUES (2116, 2, '7158-LJP', 4, 11.99);
INSERT INTO LGLINE VALUES (2118, 1, '8170-EKF', 3, 16.99);
INSERT INTO LGLINE VALUES (2119, 1, '3734-CUQ', 5, 14.89);
INSERT INTO LGLINE VALUES (2119, 3, '4987-BFL', 4, 29.99);
INSERT INTO LGLINE VALUES (2120, 1, '5290-HTG', 1, 21.59);
INSERT INTO LGLINE VALUES (2120, 3, '6350-UPP', 3, 12.49);
INSERT INTO LGLINE VALUES (2121, 2, '3079-DEG', 1, 8.99);
INSERT INTO LGLINE VALUES (2123, 1, '7231-UES', 4, 23.99);
INSERT INTO LGLINE VALUES (2124, 2, '6491-XKF', 3, 32.99);
INSERT INTO LGLINE VALUES (2125, 1, '4626-LJU', 5, 7.79);
INSERT INTO LGLINE VALUES (2125, 3, '7355-WBT', 2, 13.59);
INSERT INTO LGLINE VALUES (2125, 6, '5794-JGQ', 2, 15.89);
INSERT INTO LGLINE VALUES (2127, 1, '5060-EDB', 1, 29.99);
INSERT INTO LGLINE VALUES (2127, 3, '8400-JDC', 5, 14.99);
INSERT INTO LGLINE VALUES (2129, 1, '8495-ZQR', 4, 12.29);
INSERT INTO LGLINE VALUES (2129, 3, '2455-ZKN', 4, 38.99);
INSERT INTO LGLINE VALUES (2130, 1, '5140-RTG', 5, 19.99);
INSERT INTO LGLINE VALUES (2131, 2, '9408-WNM', 1, 21.99);
INSERT INTO LGLINE VALUES (2132, 1, '5445-XOY', 4, 10.99);
INSERT INTO LGLINE VALUES (2132, 3, '4431-LGU', 5, 11.49);
INSERT INTO LGLINE VALUES (2133, 2, '9288-IRF', 3, 14.59);
INSERT INTO LGLINE VALUES (2135, 2, '7804-ZVW', 3, 15.59);
INSERT INTO LGLINE VALUES (2135, 4, '9355-MNT', 3, 29.99);
INSERT INTO LGLINE VALUES (2147, 2, '3610-RKR', 4, 18.59);
INSERT INTO LGLINE VALUES (2148, 3, '7762-STV', 5, 14.99);
INSERT INTO LGLINE VALUES (2148, 5, '3258-RVB', 3, 16.99);
INSERT INTO LGLINE VALUES (2149, 2, '5516-FYH', 1, 21.99);
INSERT INTO LGLINE VALUES (2149, 4, '9413-EHI', 2, 12.29);
INSERT INTO LGLINE VALUES (2150, 2, '2068-TSC', 1, 16.99);
INSERT INTO LGLINE VALUES (2150, 4, '2990-BNH', 5, 16.99);
INSERT INTO LGLINE VALUES (2035, 2, '6041-PBS', 4, 7.49);
INSERT INTO LGLINE VALUES (2036, 2, '3610-RKR', 5, 18.59);
INSERT INTO LGLINE VALUES (2036, 4, '8382-HKN', 5, 11.99);
INSERT INTO LGLINE VALUES (2037, 2, '2231-OXK', 5, 7.59);
INSERT INTO LGLINE VALUES (2038, 3, '1153-AWY', 1, 14.99);
INSERT INTO LGLINE VALUES (2038, 5, '1021-MTI', 4, 62.99);
INSERT INTO LGLINE VALUES (2039, 1, '2101-WCF', 3, 13.99);
INSERT INTO LGLINE VALUES (2039, 4, '8751-IOK', 4, 7.79);
INSERT INTO LGLINE VALUES (2040, 2, '1336-FVM', 2, 23.29);
INSERT INTO LGLINE VALUES (2040, 4, '9272-LTP', 2, 13.29);
INSERT INTO LGLINE VALUES (2041, 2, '9288-IRF', 5, 14.59);
INSERT INTO LGLINE VALUES (2042, 1, '4626-LJU', 1, 7.79);
INSERT INTO LGLINE VALUES (2042, 3, '4260-FGB', 2, 15.59);
INSERT INTO LGLINE VALUES (2043, 1, '2116-PVN', 2, 12.99);
INSERT INTO LGLINE VALUES (2043, 4, '8406-TQG', 1, 7.99);
INSERT INTO LGLINE VALUES (2044, 1, '9686-HQV', 5, 15.29);
INSERT INTO LGLINE VALUES (2044, 3, '4518-GHU', 5, 21.99);
INSERT INTO LGLINE VALUES (2045, 1, '4491-GNC', 1, 21.99);
